ID,Estado,Codigo,EAN,Nombre,Unidad,Categoria,Precio Base,Sucursal Dueña,Sucursal (Stock/Precio),Stock Actual,Stock Minimo,Precio Venta,Diferencia Precio (Base vs Venta)
cmlihcegh0000l4042hnsu7s4,Activo,"INT1770841562417","7798113302649","manaos placer pomelo rosado 1,5l",Un,"bebidas",2500,"Global","Suc. Cepernic",8,6,2500,0
cmlihcegh0000l4042hnsu7s4,Activo,"INT1770841562417","7798113302649","manaos placer pomelo rosado 1,5l",Un,"bebidas",2500,"Global","Suc. Rivadavia",0,6,2500,0
cmlihcegh0000l4042hnsu7s4,Activo,"INT1770841562417","7798113302649","manaos placer pomelo rosado 1,5l",Un,"bebidas",2500,"Global","Suc. Perito Moreno",0,6,2500,0
cmlihdlp70000ib04betxvwyn,Activo,"INT1770841618458","7798113302069","manaos placer anana 1,5l",Un,"bebidas",2500,"Global","Suc. Cepernic",5,6,2500,0
cmlihdlp70000ib04betxvwyn,Activo,"INT1770841618458","7798113302069","manaos placer anana 1,5l",Un,"bebidas",2500,"Global","Suc. Rivadavia",0,6,2500,0
cmlihdlp70000ib04betxvwyn,Activo,"INT1770841618458","7798113302069","manaos placer anana 1,5l",Un,"bebidas",2500,"Global","Suc. Perito Moreno",0,6,2500,0
cmlfqiu5s0010l70458sprly3,Activo,"INT1770675580719","7791540053184","frizze blue x1l",Un,"bebidas",6000,"Global","Suc. Cepernic",1,6,6000,0
cmlfqiu5s0010l70458sprly3,Activo,"INT1770675580719","7791540053184","frizze blue x1l",Un,"bebidas",6000,"Global","Suc. Rivadavia",3,6,6000,0
cmlfqiu5s0010l70458sprly3,Activo,"INT1770675580719","7791540053184","frizze blue x1l",Un,"bebidas",6000,"Global","Suc. Perito Moreno",0,6,6000,0
cmlfnq0nj0006l704iqhb78wn,Activo,"INT1770670876879","7791813402022","H2OH SINGAS X500ML",Un,"bebidas",2500,"Global","Suc. Cepernic",0,6,2500,0
cmlfnq0nj0006l704iqhb78wn,Activo,"INT1770670876879","7791813402022","H2OH SINGAS X500ML",Un,"bebidas",2500,"Global","Suc. Rivadavia",3,6,2500,0
cmlfnq0nj0006l704iqhb78wn,Activo,"INT1770670876879","7791813402022","H2OH SINGAS X500ML",Un,"bebidas",2500,"Global","Suc. Perito Moreno",0,6,2500,0
cmlfnh2jb0006l104ryp7gnly,Activo,"INT1770670459415","7792758372173","JUGO BALANCE PERA1,5L",Un,"bebidas",2000,"Global","Suc. Cepernic",0,6,2000,0
cmlfnh2jb0006l104ryp7gnly,Activo,"INT1770670459415","7792758372173","JUGO BALANCE PERA1,5L",Un,"bebidas",2000,"Global","Suc. Rivadavia",3,6,2500,500
cmlfnh2jb0006l104ryp7gnly,Activo,"INT1770670459415","7792758372173","JUGO BALANCE PERA1,5L",Un,"bebidas",2000,"Global","Suc. Perito Moreno",0,6,2000,0
cmlfokqfr0009l504nawd21di,Activo,"INT1770672309974","7790895005015","SPRITE LIMA LIMON X1L",Un,"bebidas",5000,"Global","Suc. Cepernic",0,6,5000,0
cmlfokqfr0009l504nawd21di,Activo,"INT1770672309974","7790895005015","SPRITE LIMA LIMON X1L",Un,"bebidas",5000,"Global","Suc. Rivadavia",11,6,5000,0
cmlfokqfr0009l504nawd21di,Activo,"INT1770672309974","7790895005015","SPRITE LIMA LIMON X1L",Un,"bebidas",5000,"Global","Suc. Perito Moreno",0,6,5000,0
cmlfojooe000cl104wb4oi0gu,Activo,"INT1770672261037","7790895000447","SPRITE LIMA LIMON X1,5L",Un,"bebidas",6000,"Global","Suc. Cepernic",0,6,6000,0
cmlfojooe000cl104wb4oi0gu,Activo,"INT1770672261037","7790895000447","SPRITE LIMA LIMON X1,5L",Un,"bebidas",6000,"Global","Suc. Rivadavia",13,6,6000,0
cmlfojooe000cl104wb4oi0gu,Activo,"INT1770672261037","7790895000447","SPRITE LIMA LIMON X1,5L",Un,"bebidas",6000,"Global","Suc. Perito Moreno",0,6,6000,0
cmlfpbfka000cl7047axpfmgf,Activo,"INT1770673555593","7792170042012","gatorade naranja x500ml",Un,"bebidas",3000,"Global","Suc. Cepernic",0,6,3000,0
cmlfpbfka000cl7047axpfmgf,Activo,"INT1770673555593","7792170042012","gatorade naranja x500ml",Un,"bebidas",3000,"Global","Suc. Rivadavia",1,6,3000,0
cmlfpbfka000cl7047axpfmgf,Activo,"INT1770673555593","7792170042012","gatorade naranja x500ml",Un,"bebidas",3000,"Global","Suc. Perito Moreno",0,6,3000,0
cmlfov3vb0000lb04r0315sl7,Activo,"INT1770672793942","7798290580113","TUTTI MULTIFRUTAL X200ML",Un,"bebidas",1000,"Global","Suc. Cepernic",0,6,1000,0
cmlfov3vb0000lb04r0315sl7,Activo,"INT1770672793942","7798290580113","TUTTI MULTIFRUTAL X200ML",Un,"bebidas",1000,"Global","Suc. Rivadavia",8,6,1000,0
cmlfov3vb0000lb04r0315sl7,Activo,"INT1770672793942","7798290580113","TUTTI MULTIFRUTAL X200ML",Un,"bebidas",1000,"Global","Suc. Perito Moreno",0,6,1000,0
cmlidq0iq000rjs04j39wkh0y,Activo,"INT1770835479074","7790040144071","galleta travieta x108g",Un,"kiosco",2000,"Global","Suc. Cepernic",3,3,2000,0
cmlidq0iq000rjs04j39wkh0y,Activo,"INT1770835479074","7790040144071","galleta travieta x108g",Un,"kiosco",2000,"Global","Suc. Rivadavia",3,3,2000,0
cmlidq0iq000rjs04j39wkh0y,Activo,"INT1770835479074","7790040144071","galleta travieta x108g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,3,2000,0
cmliho3ui000bl4041d95a1xc,Activo,"INT1770842108538","7798125811412","Cintitas sabor asado ",Un,"General",2000,"Global","Suc. Cepernic",0,0,2000,0
cmliho3ui000bl4041d95a1xc,Activo,"INT1770842108538","7798125811412","Cintitas sabor asado ",Un,"General",2000,"Global","Suc. Rivadavia",0,0,2000,0
cmliho3ui000bl4041d95a1xc,Activo,"INT1770842108538","7798125811412","Cintitas sabor asado ",Un,"General",2000,"Global","Suc. Perito Moreno",0,0,2000,0
cmlihp1ja000el404wek0wg3p,Activo,"INT1770842152198","7798125810385","Cintitas sabor pizza ",Un,"kiosco",2000,"Global","Suc. Cepernic",2,0,2000,0
cmlihp1ja000el404wek0wg3p,Activo,"INT1770842152198","7798125810385","Cintitas sabor pizza ",Un,"kiosco",2000,"Global","Suc. Rivadavia",0,0,2000,0
cmlihp1ja000el404wek0wg3p,Activo,"INT1770842152198","7798125810385","Cintitas sabor pizza ",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,0,2000,0
cmlibgtei0000jl04prwikx3q,Activo,"INT1770831690713","7790040613607","alfajor bon o bon blanco x40g",Un,"kiosco",2000,"Global","Suc. Cepernic",2,3,1500,-500
cmlibgtei0000jl04prwikx3q,Activo,"INT1770831690713","7790040613607","alfajor bon o bon blanco x40g",Un,"kiosco",2000,"Global","Suc. Rivadavia",1,3,2000,0
cmlibgtei0000jl04prwikx3q,Activo,"INT1770831690713","7790040613607","alfajor bon o bon blanco x40g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,3,2000,0
cmlibihri0003jl043y9y0gbw,Activo,"INT1770831768941","7790040152748","alfajor triple bon o bon blanco x60g",Un,"kiosco",2000,"Global","Suc. Cepernic",-2,2,2000,0
cmlibihri0003jl043y9y0gbw,Activo,"INT1770831768941","7790040152748","alfajor triple bon o bon blanco x60g",Un,"kiosco",2000,"Global","Suc. Rivadavia",2,2,2000,0
cmlibihri0003jl043y9y0gbw,Activo,"INT1770831768941","7790040152748","alfajor triple bon o bon blanco x60g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,2,2000,0
cmlmmx50o0000jv04wekf77v4,Activo,"INT1771092792742","INT9278668782","tartas de jamon y queso xporciones",Un,"Comidas",2500,"Global","Suc. Cepernic",0,8,2500,0
cmlmmx50o0000jv04wekf77v4,Activo,"INT1771092792742","INT9278668782","tartas de jamon y queso xporciones",Un,"Comidas",2500,"Global","Suc. Rivadavia",0,8,2500,0
cmlmmx50o0000jv04wekf77v4,Activo,"INT1771092792742","INT9278668782","tartas de jamon y queso xporciones",Un,"Comidas",2500,"Global","Suc. Perito Moreno",0,8,2500,0
cmlvglqtv001nl204ptfq1ue9,Activo,"INT1771626379027",""," agua saborisada 1.5",Un,"bebidas",3000,"Global","Suc. Cepernic",0,0,3000,0
cmlvglqtv001nl204ptfq1ue9,Activo,"INT1771626379027",""," agua saborisada 1.5",Un,"bebidas",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmlvglqtv001nl204ptfq1ue9,Activo,"INT1771626379027",""," agua saborisada 1.5",Un,"bebidas",3000,"Global","Suc. Perito Moreno",23,0,3000,0
cmlvi5h9z002il204k4lhchwg,Activo,"INT1771628979383","","vino toro caja",Un,"bebidas",4500,"Global","Suc. Cepernic",0,0,4500,0
cmlvi5h9z002il204k4lhchwg,Activo,"INT1771628979383","","vino toro caja",Un,"bebidas",4500,"Global","Suc. Rivadavia",0,0,4500,0
cmlvi5h9z002il204k4lhchwg,Activo,"INT1771628979383","","vino toro caja",Un,"bebidas",4500,"Global","Suc. Perito Moreno",16,0,4500,0
cmlvjwx06000fib0473p2jgqe,Activo,"INT1771631939094","","vino clasico finca Natalia",Un,"bebidas",10000,"Global","Suc. Cepernic",0,0,10000,0
cmlvjwx06000fib0473p2jgqe,Activo,"INT1771631939094","","vino clasico finca Natalia",Un,"bebidas",10000,"Global","Suc. Rivadavia",0,0,10000,0
cmlvjwx06000fib0473p2jgqe,Activo,"INT1771631939094","","vino clasico finca Natalia",Un,"bebidas",10000,"Global","Suc. Perito Moreno",1,0,10000,0
cmlvk1lhm000uib04qa9axm7o,Activo,"INT1771632157450","","LICORES ARTESANALES",Un,"bebidas",5000,"Global","Suc. Cepernic",0,0,5000,0
cmlvk1lhm000uib04qa9axm7o,Activo,"INT1771632157450","","LICORES ARTESANALES",Un,"bebidas",5000,"Global","Suc. Rivadavia",0,0,5000,0
cmlvk1lhm000uib04qa9axm7o,Activo,"INT1771632157450","","LICORES ARTESANALES",Un,"bebidas",5000,"Global","Suc. Perito Moreno",5,0,5000,0
cmliemts30003i609cfvilwkc,Activo,"INT1770837009986","7795232000715","el gran loco blend x750ml ",Un,"bebidas",12000,"Global","Suc. Cepernic",0,6,12000,0
cmliemts30003i609cfvilwkc,Activo,"INT1770837009986","7795232000715","el gran loco blend x750ml ",Un,"bebidas",12000,"Global","Suc. Rivadavia",3,6,12000,0
cmliemts30003i609cfvilwkc,Activo,"INT1770837009986","7795232000715","el gran loco blend x750ml ",Un,"bebidas",12000,"Global","Suc. Perito Moreno",0,6,12000,0
cmljs2qgg0000jp04u5kvqe1a,Activo,"INT1770920053360","7500435154420","GILLETTE ULTRAGRIP 2",Un,"kiosco",2000,"Global","Suc. Cepernic",9,3,2000,0
cmljs2qgg0000jp04u5kvqe1a,Activo,"INT1770920053360","7500435154420","GILLETTE ULTRAGRIP 2",Un,"kiosco",2000,"Global","Suc. Rivadavia",0,3,2000,0
cmljs2qgg0000jp04u5kvqe1a,Activo,"INT1770920053360","7500435154420","GILLETTE ULTRAGRIP 2",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,3,2000,0
cmljuvla80000lh04ud08fc2n,Activo,"INT1770924758911","7792180139320","HARINA 000 ",Un,"General",3000,"Global","Suc. Cepernic",1,0,3000,0
cmljuvla80000lh04ud08fc2n,Activo,"INT1770924758911","7792180139320","HARINA 000 ",Un,"General",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmljuvla80000lh04ud08fc2n,Activo,"INT1770924758911","7792180139320","HARINA 000 ",Un,"General",3000,"Global","Suc. Perito Moreno",0,0,3000,0
cmljvox1a0002la04as42i0ec,Activo,"INT1770926127165","7797942000313","VINO FINCA NATALINA MERLOT",Un,"bebidas",10000,"Global","Suc. Cepernic",3,1,10000,0
cmljvox1a0002la04as42i0ec,Activo,"INT1770926127165","7797942000313","VINO FINCA NATALINA MERLOT",Un,"bebidas",10000,"Global","Suc. Rivadavia",0,1,10000,0
cmljvox1a0002la04as42i0ec,Activo,"INT1770926127165","7797942000313","VINO FINCA NATALINA MERLOT",Un,"bebidas",10000,"Global","Suc. Perito Moreno",0,1,10000,0
cmljvpopr0005la04nw1zfyy9,Activo,"INT1770926163038","7797942007053","VINO FINCA NATALINA",Un,"bebidas",10000,"Global","Suc. Cepernic",3,1,10000,0
cmljvpopr0005la04nw1zfyy9,Activo,"INT1770926163038","7797942007053","VINO FINCA NATALINA",Un,"bebidas",10000,"Global","Suc. Rivadavia",0,1,10000,0
cmljvpopr0005la04nw1zfyy9,Activo,"INT1770926163038","7797942007053","VINO FINCA NATALINA",Un,"bebidas",10000,"Global","Suc. Perito Moreno",0,1,10000,0
cmljuxgt80003lh0481pnv8os,Activo,"INT1770924846428","7790199603030","ACEITUNAS MORIXE ",Un,"Almacen",5000,"Global","Suc. Cepernic",5,0,5000,0
cmljuxgt80003lh0481pnv8os,Activo,"INT1770924846428","7790199603030","ACEITUNAS MORIXE ",Un,"Almacen",5000,"Global","Suc. Rivadavia",0,0,5000,0
cmljuxgt80003lh0481pnv8os,Activo,"INT1770924846428","7790199603030","ACEITUNAS MORIXE ",Un,"Almacen",5000,"Global","Suc. Perito Moreno",0,0,5000,0
cmlidqe3k000ujs04ozl4di3m,Activo,"INT1770835496671","7792798003716","corona 710",Un,"bebidas",6000,"Global","Suc. Cepernic",0,6,6000,0
cmlidqe3k000ujs04ozl4di3m,Activo,"INT1770835496671","7792798003716","corona 710",Un,"bebidas",6000,"Global","Suc. Rivadavia",2,6,7000,1000
cmlidqe3k000ujs04ozl4di3m,Activo,"INT1770835496671","7792798003716","corona 710",Un,"bebidas",6000,"Global","Suc. Perito Moreno",0,6,6000,0
cmlidmhum000ojs0450j2foc1,Activo,"INT1770835314910","7798054013697","361 lager 710",Un,"bebidas",3000,"Global","Suc. Cepernic",2,6,3000,0
cmlidmhum000ojs0450j2foc1,Activo,"INT1770835314910","7798054013697","361 lager 710",Un,"bebidas",3000,"Global","Suc. Rivadavia",0,6,3000,0
cmlidmhum000ojs0450j2foc1,Activo,"INT1770835314910","7798054013697","361 lager 710",Un,"bebidas",3000,"Global","Suc. Perito Moreno",0,6,3000,0
cmlsdutfs0000l404qa9c8qbs,Activo,"INT1771440364927","7790387015324","yerba mañanita",Un,"kiosco",3000,"Global","Suc. Cepernic",10,0,3000,0
cmlsdutfs0000l404qa9c8qbs,Activo,"INT1771440364927","7790387015324","yerba mañanita",Un,"kiosco",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmlsdutfs0000l404qa9c8qbs,Activo,"INT1771440364927","7790387015324","yerba mañanita",Un,"kiosco",3000,"Global","Suc. Perito Moreno",0,0,3000,0
cmltnwpf60001vdxcgqyx67um,Inactivo,"INT1771517715378","10","Prueba de Adrian",Un,"Almacen",10,"Global","Suc. Cepernic",4,0,10,0
cmltnwpf60001vdxcgqyx67um,Inactivo,"INT1771517715378","10","Prueba de Adrian",Un,"Almacen",10,"Global","Suc. Rivadavia",5,9,10,0
cmltnwpf60001vdxcgqyx67um,Inactivo,"INT1771517715378","10","Prueba de Adrian",Un,"Almacen",10,"Global","Suc. Perito Moreno",0,9,10,0
cmlvgsaym000ujo047133r0mp,Activo,"INT1771626685053","","manaos 2.25 ",Un,"bebidas",3000,"Global","Suc. Cepernic",0,0,3000,0
cmlvgsaym000ujo047133r0mp,Activo,"INT1771626685053","","manaos 2.25 ",Un,"bebidas",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmlvgsaym000ujo047133r0mp,Activo,"INT1771626685053","","manaos 2.25 ",Un,"bebidas",3000,"Global","Suc. Perito Moreno",18,0,3000,0
cmlviasps000al504eb85g0t7,Activo,"INT1771629227487","","vino toro blanco ",Un,"bebidas",4500,"Global","Suc. Cepernic",0,0,4500,0
cmlviasps000al504eb85g0t7,Activo,"INT1771629227487","","vino toro blanco ",Un,"bebidas",4500,"Global","Suc. Rivadavia",0,0,4500,0
cmlviasps000al504eb85g0t7,Activo,"INT1771629227487","","vino toro blanco ",Un,"bebidas",4500,"Global","Suc. Perito Moreno",17,0,4500,0
cmlvjy7ir000kib04n7sd8pld,Activo,"INT1771631999378","","vino cosecha tarda",Un,"bebidas",10000,"Global","Suc. Cepernic",0,0,10000,0
cmlvjy7ir000kib04n7sd8pld,Activo,"INT1771631999378","","vino cosecha tarda",Un,"bebidas",10000,"Global","Suc. Rivadavia",0,0,10000,0
cmlvjy7ir000kib04n7sd8pld,Activo,"INT1771631999378","","vino cosecha tarda",Un,"bebidas",10000,"Global","Suc. Perito Moreno",2,0,10000,0
cmlgyhki70000ky045v8pl6jm,Activo,"INT1770749424654","7790130002748","menoyo mayonesa x94g",Un,"kiosco",1500,"Global","Suc. Cepernic",0,0,1500,0
cmlgyhki70000ky045v8pl6jm,Activo,"INT1770749424654","7790130002748","menoyo mayonesa x94g",Un,"kiosco",1500,"Global","Suc. Rivadavia",5,0,1500,0
cmlgyhki70000ky045v8pl6jm,Activo,"INT1770749424654","7790130002748","menoyo mayonesa x94g",Un,"kiosco",1500,"Global","Suc. Perito Moreno",0,0,1500,0
cmlidmj45000fl204wm6xoql0,Activo,"INT1770835316549","7798125810767","cintas crocantes sabor cheddar x125g",Un,"kiosco",2000,"Global","Suc. Cepernic",0,2,2000,0
cmlidmj45000fl204wm6xoql0,Activo,"INT1770835316549","7798125810767","cintas crocantes sabor cheddar x125g",Un,"kiosco",2000,"Global","Suc. Rivadavia",2,2,2000,0
cmlidmj45000fl204wm6xoql0,Activo,"INT1770835316549","7798125810767","cintas crocantes sabor cheddar x125g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,2,2000,0
cmlibjvff0000jj04r4uyzw5a,Activo,"INT1770831833306","7790040148840","alfajor triple bon o bon negro x60g",Un,"kiosco",2000,"Global","Suc. Cepernic",1,2,2000,0
cmlibjvff0000jj04r4uyzw5a,Activo,"INT1770831833306","7790040148840","alfajor triple bon o bon negro x60g",Un,"kiosco",2000,"Global","Suc. Rivadavia",2,2,2000,0
cmlibjvff0000jj04r4uyzw5a,Activo,"INT1770831833306","7790040148840","alfajor triple bon o bon negro x60g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,2,2000,0
cmliepyk20000ig09sbmpnsay,Activo,"INT1770837156145","7797942005721","finca natalia malbec x2 botella de x750cc",Un,"bebidas",40000,"Global","Suc. Cepernic",0,6,40000,0
cmliepyk20000ig09sbmpnsay,Activo,"INT1770837156145","7797942005721","finca natalia malbec x2 botella de x750cc",Un,"bebidas",40000,"Global","Suc. Rivadavia",5,6,40000,0
cmliepyk20000ig09sbmpnsay,Activo,"INT1770837156145","7797942005721","finca natalia malbec x2 botella de x750cc",Un,"bebidas",40000,"Global","Suc. Perito Moreno",0,6,40000,0
cmljuymgt0007ky047204wtfd,Activo,"INT1770924900413","7790641000011","SAL COLOSAL ",Un,"General",2000,"Global","Suc. Cepernic",2,0,2000,0
cmljuymgt0007ky047204wtfd,Activo,"INT1770924900413","7790641000011","SAL COLOSAL ",Un,"General",2000,"Global","Suc. Rivadavia",0,0,2000,0
cmljuymgt0007ky047204wtfd,Activo,"INT1770924900413","7790641000011","SAL COLOSAL ",Un,"General",2000,"Global","Suc. Perito Moreno",0,0,2000,0
cmljv0qx5000aky04s00q2tfp,Activo,"INT1770924999496","7790387800166","TE CHAI TARAGUI",Un,"kiosco",1500,"Global","Suc. Cepernic",2,0,1500,0
cmljv0qx5000aky04s00q2tfp,Activo,"INT1770924999496","7790387800166","TE CHAI TARAGUI",Un,"kiosco",1500,"Global","Suc. Rivadavia",0,0,1500,0
cmljv0qx5000aky04s00q2tfp,Activo,"INT1770924999496","7790387800166","TE CHAI TARAGUI",Un,"kiosco",1500,"Global","Suc. Perito Moreno",0,0,1500,0
cmljvs7m9000hl104rgddvhki,Activo,"INT1770926280848","7798162679747","VINO SENSEI",Un,"bebidas",10000,"Global","Suc. Cepernic",3,1,10000,0
cmljvs7m9000hl104rgddvhki,Activo,"INT1770926280848","7798162679747","VINO SENSEI",Un,"bebidas",10000,"Global","Suc. Rivadavia",0,1,10000,0
cmljvs7m9000hl104rgddvhki,Activo,"INT1770926280848","7798162679747","VINO SENSEI",Un,"bebidas",10000,"Global","Suc. Perito Moreno",0,1,10000,0
cmljvssyw000pl104l44nl3x2,Activo,"INT1770926308520","7798162670133","VINO SIN PALABRAS",Un,"bebidas",10000,"Global","Suc. Cepernic",2,1,10000,0
cmljvssyw000pl104l44nl3x2,Activo,"INT1770926308520","7798162670133","VINO SIN PALABRAS",Un,"bebidas",10000,"Global","Suc. Rivadavia",0,1,10000,0
cmljvssyw000pl104l44nl3x2,Activo,"INT1770926308520","7798162670133","VINO SIN PALABRAS",Un,"bebidas",10000,"Global","Suc. Perito Moreno",0,1,10000,0
cmlmn131j0004k304i6dudf8i,Activo,"INT1771092976806","7798218162162","chimola set de arte x51 piezas",Un,"kiosco",45000,"Global","Suc. Cepernic",0,1,45000,0
cmlmn131j0004k304i6dudf8i,Activo,"INT1771092976806","7798218162162","chimola set de arte x51 piezas",Un,"kiosco",45000,"Global","Suc. Rivadavia",1,1,45000,0
cmlmn131j0004k304i6dudf8i,Activo,"INT1771092976806","7798218162162","chimola set de arte x51 piezas",Un,"kiosco",45000,"Global","Suc. Perito Moreno",0,1,45000,0
cmljs6n9x0000l204qq9dl1kx,Activo,"INT1770920235861","7798113301024","MANAOS POMELO BLANCO 2,25L",Un,"bebidas",3000,"Global","Suc. Cepernic",-2,0,3000,0
cmljs6n9x0000l204qq9dl1kx,Activo,"INT1770920235861","7798113301024","MANAOS POMELO BLANCO 2,25L",Un,"bebidas",3000,"Global","Suc. Rivadavia",1,0,3000,0
cmljs6n9x0000l204qq9dl1kx,Activo,"INT1770920235861","7798113301024","MANAOS POMELO BLANCO 2,25L",Un,"bebidas",3000,"Global","Suc. Perito Moreno",0,0,3000,0
cmlfp1msq0006lb04lytzdf93,Activo,"INT1770673098410","7798113302465","MANAOS COLA X354L",Un,"bebidas",2000,"Global","Suc. Cepernic",-1,0,2000,0
cmlfp1msq0006lb04lytzdf93,Activo,"INT1770673098410","7798113302465","MANAOS COLA X354L",Un,"bebidas",2000,"Global","Suc. Rivadavia",4,0,2000,0
cmlfp1msq0006lb04lytzdf93,Activo,"INT1770673098410","7798113302465","MANAOS COLA X354L",Un,"bebidas",2000,"Global","Suc. Perito Moreno",0,0,2000,0
cmlidozw40009l2045k22p5ww,Activo,"INT1770835431603","7790412000943","galleta leiva sandwich clasicas x110g",Un,"kiosco",2000,"Global","Suc. Cepernic",3,3,2000,0
cmlidozw40009l2045k22p5ww,Activo,"INT1770835431603","7790412000943","galleta leiva sandwich clasicas x110g",Un,"kiosco",2000,"Global","Suc. Rivadavia",3,3,2000,0
cmlidozw40009l2045k22p5ww,Activo,"INT1770835431603","7790412000943","galleta leiva sandwich clasicas x110g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,3,2000,0
cmliblyld0003jp04dr6pz0nx,Activo,"INT1770831930721","7790040150010","alfajor triple cofler choco creamy x60g",Un,"kiosco",2000,"Global","Suc. Cepernic",1,3,2000,0
cmliblyld0003jp04dr6pz0nx,Activo,"INT1770831930721","7790040150010","alfajor triple cofler choco creamy x60g",Un,"kiosco",2000,"Global","Suc. Rivadavia",3,3,2000,0
cmliblyld0003jp04dr6pz0nx,Activo,"INT1770831930721","7790040150010","alfajor triple cofler choco creamy x60g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,3,2000,0
cmlierw2v0003ig09o6xo8tth,Activo,"INT1770837246247","7798184920032","bodega argana x750ml",Un,"bebidas",30000,"Global","Suc. Cepernic",0,6,30000,0
cmlierw2v0003ig09o6xo8tth,Activo,"INT1770837246247","7798184920032","bodega argana x750ml",Un,"bebidas",30000,"Global","Suc. Rivadavia",1,6,30000,0
cmlierw2v0003ig09o6xo8tth,Activo,"INT1770837246247","7798184920032","bodega argana x750ml",Un,"bebidas",30000,"Global","Suc. Perito Moreno",0,6,30000,0
cmltr6afa000al10449rvd9hh,Activo,"INT1771523201350","7798094222813","budin natale x170g",Un,"kiosco",1500,"Global","Suc. Cepernic",0,4,1500,0
cmltr6afa000al10449rvd9hh,Activo,"INT1771523201350","7798094222813","budin natale x170g",Un,"kiosco",1500,"Global","Suc. Rivadavia",7,4,1500,0
cmltr6afa000al10449rvd9hh,Activo,"INT1771523201350","7798094222813","budin natale x170g",Un,"kiosco",1500,"Global","Suc. Perito Moreno",0,4,1500,0
cmlfq3amb000rl704912gh17l,Activo,"INT1770674855555","7792798010882","patagonia vera ipax730cm3",Un,"bebidas",6000,"Global","Suc. Cepernic",-3,6,6000,0
cmlfq3amb000rl704912gh17l,Activo,"INT1770674855555","7792798010882","patagonia vera ipax730cm3",Un,"bebidas",6000,"Global","Suc. Rivadavia",10,6,6000,0
cmlfq3amb000rl704912gh17l,Activo,"INT1770674855555","7792798010882","patagonia vera ipax730cm3",Un,"bebidas",6000,"Global","Suc. Perito Moreno",0,6,6000,0
cmlvgufa5000al504jp2cacsp,Activo,"INT1771626783963","","seco 2.25",Un,"bebidas",3000,"Global","Suc. Cepernic",0,0,3000,0
cmlvgufa5000al504jp2cacsp,Activo,"INT1771626783963","","seco 2.25",Un,"bebidas",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmlvgufa5000al504jp2cacsp,Activo,"INT1771626783963","","seco 2.25",Un,"bebidas",3000,"Global","Suc. Perito Moreno",2,0,3000,0
cmlvjz8l8000fjv04tyvkfv0y,Activo,"INT1771632047419","","vino prutuelo",Un,"bebidas",10000,"Global","Suc. Cepernic",0,0,10000,0
cmlvjz8l8000fjv04tyvkfv0y,Activo,"INT1771632047419","","vino prutuelo",Un,"bebidas",10000,"Global","Suc. Rivadavia",0,0,10000,0
cmlvjz8l8000fjv04tyvkfv0y,Activo,"INT1771632047419","","vino prutuelo",Un,"bebidas",10000,"Global","Suc. Perito Moreno",1,0,10000,0
cmlh01fzr0008ju046rl75vt3,Activo,"INT1770752031543","7790580141677","mogul extreme lenguamax x15",Un,"kiosco",1500,"Global","Suc. Cepernic",0,0,1500,0
cmlh01fzr0008ju046rl75vt3,Activo,"INT1770752031543","7790580141677","mogul extreme lenguamax x15",Un,"kiosco",1500,"Global","Suc. Rivadavia",3,0,1500,0
cmlh01fzr0008ju046rl75vt3,Activo,"INT1770752031543","7790580141677","mogul extreme lenguamax x15",Un,"kiosco",1500,"Global","Suc. Perito Moreno",0,0,1500,0
cmlvidczc002nl204qbw7uy7u,Inactivo,"INT1771629347064","","vino resero tinto",Un,"bebidas",3000,"Global","Suc. Cepernic",-2,0,3000,0
cmlvidczc002nl204qbw7uy7u,Inactivo,"INT1771629347064","","vino resero tinto",Un,"bebidas",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmlvidczc002nl204qbw7uy7u,Inactivo,"INT1771629347064","","vino resero tinto",Un,"bebidas",3000,"Global","Suc. Perito Moreno",13,0,3000,0
cmljuzlg70000l104qazbodbe,Activo,"INT1770924945750","6902004095218","ENCENDEDOR CANDELA",Un,"kiosco",1500,"Global","Suc. Cepernic",11,0,1500,0
cmljuzlg70000l104qazbodbe,Activo,"INT1770924945750","6902004095218","ENCENDEDOR CANDELA",Un,"kiosco",1500,"Global","Suc. Rivadavia",0,0,1500,0
cmljuzlg70000l104qazbodbe,Activo,"INT1770924945750","6902004095218","ENCENDEDOR CANDELA",Un,"kiosco",1500,"Global","Suc. Perito Moreno",0,0,1500,0
cmljvtp470000js04x301s9d1,Activo,"INT1770926350182","7790703204968","VINO DON VALENTIN",Un,"bebidas",10000,"Global","Suc. Cepernic",14,1,10000,0
