ID,Estado,Codigo,EAN,Nombre,Unidad,Categoria,Precio Base,Sucursal Dueña,Sucursal (Stock/Precio),Stock Actual,Stock Minimo,Precio Venta,Diferencia Precio (Base vs Venta)
cmljvtp470000js04x301s9d1,Activo,"INT1770926350182","7790703204968","VINO DON VALENTIN",Un,"bebidas",10000,"Global","Suc. Rivadavia",0,1,10000,0
cmljvtp470000js04x301s9d1,Activo,"INT1770926350182","7790703204968","VINO DON VALENTIN",Un,"bebidas",10000,"Global","Suc. Perito Moreno",0,1,10000,0
cmlmn420c0008l804gtmkenn3,Activo,"INT1771093115435","7798113302076","jugo placer manzana 1,5l",Un,"bebidas",2500,"Global","Suc. Cepernic",4,0,2500,0
cmlmn420c0008l804gtmkenn3,Activo,"INT1771093115435","7798113302076","jugo placer manzana 1,5l",Un,"bebidas",2500,"Global","Suc. Rivadavia",0,0,2500,0
cmlmn420c0008l804gtmkenn3,Activo,"INT1771093115435","7798113302076","jugo placer manzana 1,5l",Un,"bebidas",2500,"Global","Suc. Perito Moreno",0,0,2500,0
cmltsa9tr0006i504mxgy8f5b,Activo,"INT1771525066814","78427754","boxer red",Un,"kiosco",3,"Global","Suc. Cepernic",0,0,3,0
cmltsa9tr0006i504mxgy8f5b,Activo,"INT1771525066814","78427754","boxer red",Un,"kiosco",3,"Global","Suc. Rivadavia",0,0,3000,2997
cmltsa9tr0006i504mxgy8f5b,Activo,"INT1771525066814","78427754","boxer red",Un,"kiosco",3,"Global","Suc. Perito Moreno",0,0,3,0
cmlvh4mrb001yl2048283hihp,Activo,"INT1771627260214","","seco 3 litros",Un,"bebidas",4000,"Global","Suc. Cepernic",0,0,4000,0
cmlvh4mrb001yl2048283hihp,Activo,"INT1771627260214","","seco 3 litros",Un,"bebidas",4000,"Global","Suc. Rivadavia",0,0,4000,0
cmlvh4mrb001yl2048283hihp,Activo,"INT1771627260214","","seco 3 litros",Un,"bebidas",4000,"Global","Suc. Perito Moreno",40,0,4000,0
cmlihvdz50000jy04zdm8ey8f,Activo,"INT1770842448256","7798126074335","surtidas valenciano ",Un,"kiosco",1500,"Global","Suc. Cepernic",6,0,1500,0
cmlihvdz50000jy04zdm8ey8f,Activo,"INT1770842448256","7798126074335","surtidas valenciano ",Un,"kiosco",1500,"Global","Suc. Rivadavia",0,0,1500,0
cmlihvdz50000jy04zdm8ey8f,Activo,"INT1770842448256","7798126074335","surtidas valenciano ",Un,"kiosco",1500,"Global","Suc. Perito Moreno",0,0,1500,0
cmlvifxrr000al804kg89m586,Activo,"INT1771629467318","","vino botella canciller",Un,"bebidas",7000,"Global","Suc. Cepernic",0,0,7000,0
cmlvifxrr000al804kg89m586,Activo,"INT1771629467318","","vino botella canciller",Un,"bebidas",7000,"Global","Suc. Rivadavia",0,0,7000,0
cmlvifxrr000al804kg89m586,Activo,"INT1771629467318","","vino botella canciller",Un,"bebidas",7000,"Global","Suc. Perito Moreno",15,0,7000,0
cmlvk09de000kjv04q9m4h8pk,Activo,"INT1771632095089","","chandon MUMM",Un,"bebidas",20000,"Global","Suc. Cepernic",0,0,20000,0
cmlvk09de000kjv04q9m4h8pk,Activo,"INT1771632095089","","chandon MUMM",Un,"bebidas",20000,"Global","Suc. Rivadavia",0,0,20000,0
cmlvk09de000kjv04q9m4h8pk,Activo,"INT1771632095089","","chandon MUMM",Un,"bebidas",20000,"Global","Suc. Perito Moreno",1,0,20000,0
cmlids0pm0000jt09xblgo53v,Activo,"INT1770835572634","7790040946309","galleta criollitas s/sal x169g",Un,"kiosco",2000,"Global","Suc. Cepernic",3,3,2000,0
cmlids0pm0000jt09xblgo53v,Activo,"INT1770835572634","7790040946309","galleta criollitas s/sal x169g",Un,"kiosco",2000,"Global","Suc. Rivadavia",3,3,2000,0
cmlids0pm0000jt09xblgo53v,Activo,"INT1770835572634","7790040946309","galleta criollitas s/sal x169g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,3,2000,0
cmlibnbig0000l504anng2mh4,Activo,"INT1770831994120","7790040659605","alfajor triple cofler block x60g",Un,"kiosco",2000,"Global","Suc. Cepernic",2,3,2000,0
cmlibnbig0000l504anng2mh4,Activo,"INT1770831994120","7790040659605","alfajor triple cofler block x60g",Un,"kiosco",2000,"Global","Suc. Rivadavia",1,3,2000,0
cmlibnbig0000l504anng2mh4,Activo,"INT1770831994120","7790040659605","alfajor triple cofler block x60g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,3,2000,0
cmlieugmn000ljm04j8ea4tuv,Activo,"INT1770837366191","7790415000834","escorihuela gascon malbec x750ml",Un,"bebidas",30000,"Global","Suc. Cepernic",0,6,30000,0
cmlieugmn000ljm04j8ea4tuv,Activo,"INT1770837366191","7790415000834","escorihuela gascon malbec x750ml",Un,"bebidas",30000,"Global","Suc. Rivadavia",1,6,30000,0
cmlieugmn000ljm04j8ea4tuv,Activo,"INT1770837366191","7790415000834","escorihuela gascon malbec x750ml",Un,"bebidas",30000,"Global","Suc. Perito Moreno",0,6,30000,0
cmlju702d0000ju04l17itmlg,Activo,"INT1770923611669","7798424300082","BARRA PROTEICA ARVEJA Y CHOC",Un,"kiosco",3000,"Global","Suc. Cepernic",2,0,3000,0
cmlju702d0000ju04l17itmlg,Activo,"INT1770923611669","7798424300082","BARRA PROTEICA ARVEJA Y CHOC",Un,"kiosco",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmlju702d0000ju04l17itmlg,Activo,"INT1770923611669","7798424300082","BARRA PROTEICA ARVEJA Y CHOC",Un,"kiosco",3000,"Global","Suc. Perito Moreno",0,0,3000,0
cmljv1dtp0008jp04tsncmicv,Activo,"INT1770925029180","7790387013252","TE TARAGUI FRUTOS ROJOS",Un,"General",1500,"Global","Suc. Cepernic",3,0,1500,0
cmljv1dtp0008jp04tsncmicv,Activo,"INT1770925029180","7790387013252","TE TARAGUI FRUTOS ROJOS",Un,"General",1500,"Global","Suc. Rivadavia",0,0,1500,0
cmljv1dtp0008jp04tsncmicv,Activo,"INT1770925029180","7790387013252","TE TARAGUI FRUTOS ROJOS",Un,"General",1500,"Global","Suc. Perito Moreno",0,0,1500,0
cmljvwa540009js04t0xmppss,Activo,"INT1770926470743","7798182180018","CARBON NOROSO",Un,"kiosco",7000,"Global","Suc. Cepernic",5,2,7000,0
cmljvwa540009js04t0xmppss,Activo,"INT1770926470743","7798182180018","CARBON NOROSO",Un,"kiosco",7000,"Global","Suc. Rivadavia",0,2,7000,0
cmljvwa540009js04t0xmppss,Activo,"INT1770926470743","7798182180018","CARBON NOROSO",Un,"kiosco",7000,"Global","Suc. Perito Moreno",0,2,7000,0
cmlmnf6uo0005jv04chh4ye7o,Activo,"INT1771093634927","7798113301789","´jugo pindapoy manzana 1l",Un,"kiosco",4000,"Global","Suc. Cepernic",8,0,3000,-1000
cmlmnf6uo0005jv04chh4ye7o,Activo,"INT1771093634927","7798113301789","´jugo pindapoy manzana 1l",Un,"kiosco",4000,"Global","Suc. Rivadavia",0,0,4000,0
cmlmnf6uo0005jv04chh4ye7o,Activo,"INT1771093634927","7798113301789","´jugo pindapoy manzana 1l",Un,"kiosco",4000,"Global","Suc. Perito Moreno",0,0,4000,0
cmltsd9cz0000kz04xnl3n8yn,Activo,"INT1771525206178","7798433750045","GO! SUELTOS",Un,"kiosco",200,"Global","Suc. Cepernic",0,20,200,0
cmltsd9cz0000kz04xnl3n8yn,Activo,"INT1771525206178","7798433750045","GO! SUELTOS",Un,"kiosco",200,"Global","Suc. Rivadavia",60,20,200,0
cmltsd9cz0000kz04xnl3n8yn,Activo,"INT1771525206178","7798433750045","GO! SUELTOS",Un,"kiosco",200,"Global","Suc. Perito Moreno",0,20,200,0
cmlvh6t460023l204ssgc4654,Activo,"INT1771627361765","","soda de 2 litros ",Un,"bebidas",3000,"Global","Suc. Cepernic",0,0,3000,0
cmlvh6t460023l204ssgc4654,Activo,"INT1771627361765","","soda de 2 litros ",Un,"bebidas",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmlvh6t460023l204ssgc4654,Activo,"INT1771627361765","","soda de 2 litros ",Un,"bebidas",3000,"Global","Suc. Perito Moreno",6,0,3000,0
cmlvh9el70028l204jw4bcd31,Activo,"INT1771627482907","","pepsi 2 litros ",Un,"bebidas",4000,"Global","Suc. Cepernic",0,0,4000,0
cmlvh9el70028l204jw4bcd31,Activo,"INT1771627482907","","pepsi 2 litros ",Un,"bebidas",4000,"Global","Suc. Rivadavia",0,0,4000,0
cmlvh9el70028l204jw4bcd31,Activo,"INT1771627482907","","pepsi 2 litros ",Un,"bebidas",4000,"Global","Suc. Perito Moreno",5,0,4000,0
cmlvijkok000dl704auxyp744,Activo,"INT1771629636980","","Damajuana 3litros",Un,"bebidas",25000,"Global","Suc. Cepernic",0,0,25000,0
cmlvijkok000dl704auxyp744,Activo,"INT1771629636980","","Damajuana 3litros",Un,"bebidas",25000,"Global","Suc. Rivadavia",0,0,25000,0
cmlvijkok000dl704auxyp744,Activo,"INT1771629636980","","Damajuana 3litros",Un,"bebidas",25000,"Global","Suc. Perito Moreno",2,0,25000,0
cmlvk3dyi0000jx04t5ju5rpc,Activo,"INT1771632241001","","PETACAS",Un,"bebidas",6000,"Global","Suc. Cepernic",0,0,6000,0
cmlvk3dyi0000jx04t5ju5rpc,Activo,"INT1771632241001","","PETACAS",Un,"bebidas",6000,"Global","Suc. Rivadavia",0,0,6000,0
cmlvk3dyi0000jx04t5ju5rpc,Activo,"INT1771632241001","","PETACAS",Un,"bebidas",6000,"Global","Suc. Perito Moreno",25,0,6000,0
cmlidt9g80000l104mh3izpaj,Activo,"INT1770835630616","7790154007781","sidra sin alcohol",Un,"General",4000,"Global","Suc. Cepernic",2,0,4000,0
cmlidt9g80000l104mh3izpaj,Activo,"INT1770835630616","7790154007781","sidra sin alcohol",Un,"General",4000,"Global","Suc. Rivadavia",0,0,4000,0
cmlidt9g80000l104mh3izpaj,Activo,"INT1770835630616","7790154007781","sidra sin alcohol",Un,"General",4000,"Global","Suc. Perito Moreno",0,0,4000,0
cmlic7ytb0000lh04jqk0qa21,Activo,"INT1770832957438","7798126073536","gaona pepas de membrillo x300g",Un,"kiosco",2500,"Global","Suc. Cepernic",1,2,2500,0
cmlic7ytb0000lh04jqk0qa21,Activo,"INT1770832957438","7798126073536","gaona pepas de membrillo x300g",Un,"kiosco",2500,"Global","Suc. Rivadavia",1,2,2500,0
cmlic7ytb0000lh04jqk0qa21,Activo,"INT1770832957438","7798126073536","gaona pepas de membrillo x300g",Un,"kiosco",2500,"Global","Suc. Perito Moreno",0,2,2500,0
cmlju83qy0003ju04s3zaob9c,Activo,"INT1770923663098","7798424300099","BARRA PROTEICA ARAND. Y CHOCO",Un,"kiosco",3000,"Global","Suc. Cepernic",5,0,3000,0
cmlju83qy0003ju04s3zaob9c,Activo,"INT1770923663098","7798424300099","BARRA PROTEICA ARAND. Y CHOCO",Un,"kiosco",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmlju83qy0003ju04s3zaob9c,Activo,"INT1770923663098","7798424300099","BARRA PROTEICA ARAND. Y CHOCO",Un,"kiosco",3000,"Global","Suc. Perito Moreno",0,0,3000,0
cmljv2itc000bjp043mto85lg,Activo,"INT1770925082303","7798078990110","GRASA 500g",Un,"kiosco",4000,"Global","Suc. Cepernic",1,0,4000,0
cmljv2itc000bjp043mto85lg,Activo,"INT1770925082303","7798078990110","GRASA 500g",Un,"kiosco",4000,"Global","Suc. Rivadavia",0,0,4000,0
cmljv2itc000bjp043mto85lg,Activo,"INT1770925082303","7798078990110","GRASA 500g",Un,"kiosco",4000,"Global","Suc. Perito Moreno",0,0,4000,0
cmljv74pa000ejp04ceczhghx,Activo,"INT1770925297293","7792410523165","FERNET BUHERO ",Un,"bebidas",13000,"Global","Suc. Cepernic",1,1,13000,0
cmljv74pa000ejp04ceczhghx,Activo,"INT1770925297293","7792410523165","FERNET BUHERO ",Un,"bebidas",13000,"Global","Suc. Rivadavia",0,1,13000,0
cmljv74pa000ejp04ceczhghx,Activo,"INT1770925297293","7792410523165","FERNET BUHERO ",Un,"bebidas",13000,"Global","Suc. Perito Moreno",0,1,13000,0
cmljz6dhs0000jp04qp4kc209,Activo,"INT1770931980495","7790895000997","COCA COLA 2,25L",Un,"bebidas",8000,"Global","Suc. Cepernic",4,3,8000,0
cmljz6dhs0000jp04qp4kc209,Activo,"INT1770931980495","7790895000997","COCA COLA 2,25L",Un,"bebidas",8000,"Global","Suc. Rivadavia",0,3,8000,0
cmljz6dhs0000jp04qp4kc209,Activo,"INT1770931980495","7790895000997","COCA COLA 2,25L",Un,"bebidas",8000,"Global","Suc. Perito Moreno",0,3,8000,0
cmligll2d001zl504325ocscx,Activo,"INT1770840311268","INT5086326153","marcianitos congelados",Un,"Heladeria",500,"Global","Suc. Cepernic",-3,0,500,0
cmligll2d001zl504325ocscx,Activo,"INT1770840311268","INT5086326153","marcianitos congelados",Un,"Heladeria",500,"Global","Suc. Rivadavia",9,0,500,0
cmligll2d001zl504325ocscx,Activo,"INT1770840311268","INT5086326153","marcianitos congelados",Un,"Heladeria",500,"Global","Suc. Perito Moreno",0,0,500,0
cmlmnh2i5000al504dagmyyy7,Activo,"INT1771093722603","7798113301765","jugo pindapoy multifruta 1l",Un,"kiosco",4000,"Global","Suc. Cepernic",5,0,3000,-1000
cmlmnh2i5000al504dagmyyy7,Activo,"INT1771093722603","7798113301765","jugo pindapoy multifruta 1l",Un,"kiosco",4000,"Global","Suc. Rivadavia",0,0,4000,0
cmlmnh2i5000al504dagmyyy7,Activo,"INT1771093722603","7798113301765","jugo pindapoy multifruta 1l",Un,"kiosco",4000,"Global","Suc. Perito Moreno",0,0,4000,0
cmlicpq3f0002l2043cr9f0o3,Activo,"INT1770833785946","7790040613706","alfajor bon o bon negro x40g",Un,"kiosco",2000,"Global","Suc. Cepernic",0,4,1500,-500
cmlicpq3f0002l2043cr9f0o3,Activo,"INT1770833785946","7790040613706","alfajor bon o bon negro x40g",Un,"kiosco",2000,"Global","Suc. Rivadavia",0,4,2000,0
cmlicpq3f0002l2043cr9f0o3,Activo,"INT1770833785946","7790040613706","alfajor bon o bon negro x40g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,4,2000,0
cmltsg0g5000ajv0412a89pak,Activo,"INT1771525334597","7798100200491","milenio verde ",Un,"kiosco",3000,"Global","Suc. Cepernic",0,3,3000,0
cmltsg0g5000ajv0412a89pak,Activo,"INT1771525334597","7798100200491","milenio verde ",Un,"kiosco",3000,"Global","Suc. Rivadavia",3,3,3000,0
cmltsg0g5000ajv0412a89pak,Activo,"INT1771525334597","7798100200491","milenio verde ",Un,"kiosco",3000,"Global","Suc. Perito Moreno",0,3,3000,0
cmlh12v3g000sky04rrx9irle,Activo,"INT1770753777388","INT5376122384","pebetes grandes",Un,"Comidas",4000,"Global","Suc. Cepernic",0,0,4000,0
cmlh12v3g000sky04rrx9irle,Activo,"INT1770753777388","INT5376122384","pebetes grandes",Un,"Comidas",4000,"Global","Suc. Rivadavia",0,0,4000,0
cmlh12v3g000sky04rrx9irle,Activo,"INT1770753777388","INT5376122384","pebetes grandes",Un,"Comidas",4000,"Global","Suc. Perito Moreno",0,0,4000,0
cmlh18xli00btky04osbz8zty,Activo,"INT1770754060566","INT5404470935","pebete chico",Un,"Comidas",1000,"Global","Suc. Cepernic",0,0,1000,0
cmlh18xli00btky04osbz8zty,Activo,"INT1770754060566","INT5404470935","pebete chico",Un,"Comidas",1000,"Global","Suc. Rivadavia",0,0,1000,0
cmlh18xli00btky04osbz8zty,Activo,"INT1770754060566","INT5404470935","pebete chico",Un,"Comidas",1000,"Global","Suc. Perito Moreno",0,0,1000,0
cmlvh8381000fl504xzbilmjy,Activo,"INT1771627421520","","pritti de 2.25",Un,"bebidas",3000,"Global","Suc. Cepernic",0,0,3000,0
cmlvh8381000fl504xzbilmjy,Activo,"INT1771627421520","","pritti de 2.25",Un,"bebidas",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmlvh8381000fl504xzbilmjy,Activo,"INT1771627421520","","pritti de 2.25",Un,"bebidas",3000,"Global","Suc. Perito Moreno",9,0,3000,0
cmlvjgarz0000ib04czcbp2ua,Activo,"INT1771631163790","","vino viña mayor",Un,"bebidas",10000,"Global","Suc. Cepernic",0,0,10000,0
cmlvjgarz0000ib04czcbp2ua,Activo,"INT1771631163790","","vino viña mayor",Un,"bebidas",10000,"Global","Suc. Rivadavia",0,0,10000,0
cmlvjgarz0000ib04czcbp2ua,Activo,"INT1771631163790","","vino viña mayor",Un,"bebidas",10000,"Global","Suc. Perito Moreno",11,0,10000,0
cmlie4zs1000ql204g242nj9s,Activo,"INT1770836177952","7798116330625","eclipse vino espumante x750ml",Un,"bebidas",30000,"Global","Suc. Cepernic",0,6,30000,0
cmlie4zs1000ql204g242nj9s,Activo,"INT1770836177952","7798116330625","eclipse vino espumante x750ml",Un,"bebidas",30000,"Global","Suc. Rivadavia",1,6,30000,0
cmlie4zs1000ql204g242nj9s,Activo,"INT1770836177952","7798116330625","eclipse vino espumante x750ml",Un,"bebidas",30000,"Global","Suc. Perito Moreno",0,6,30000,0
cmljucdgj0000ju04go8p0xeo,Activo,"INT1770923862307","7790077000104","VAINILLAS POZO",Un,"General",4000,"Global","Suc. Cepernic",3,0,4000,0
cmljucdgj0000ju04go8p0xeo,Activo,"INT1770923862307","7790077000104","VAINILLAS POZO",Un,"General",4000,"Global","Suc. Rivadavia",0,0,4000,0
cmljucdgj0000ju04go8p0xeo,Activo,"INT1770923862307","7790077000104","VAINILLAS POZO",Un,"General",4000,"Global","Suc. Perito Moreno",0,0,4000,0
cmlgznd6n0000l204kjsp8akv,Activo,"INT1770751374718","121002292238","encendedores cancun",Un,"kiosco",1000,"Global","Suc. Cepernic",0,0,1000,0
cmlgznd6n0000l204kjsp8akv,Activo,"INT1770751374718","121002292238","encendedores cancun",Un,"kiosco",1000,"Global","Suc. Rivadavia",23,0,1000,0
cmlgznd6n0000l204kjsp8akv,Activo,"INT1770751374718","121002292238","encendedores cancun",Un,"kiosco",1000,"Global","Suc. Perito Moreno",0,0,1000,0
cmljv3ai50006lb04yahazxkh,Activo,"INT1770925118188","7798078990127","GRASA 1kg",Un,"General",8000,"Global","Suc. Cepernic",4,0,8000,0
cmljv3ai50006lb04yahazxkh,Activo,"INT1770925118188","7798078990127","GRASA 1kg",Un,"General",8000,"Global","Suc. Rivadavia",0,0,8000,0
cmljv3ai50006lb04yahazxkh,Activo,"INT1770925118188","7798078990127","GRASA 1kg",Un,"General",8000,"Global","Suc. Perito Moreno",0,0,8000,0
cmll7bxtd0000jp04uat5vfas,Activo,"INT1771006143216","77903785","ALFAJOR MILKA MOUSSE 55g",Un,"kiosco",2000,"Global","Suc. Cepernic",3,2,2000,0
cmll7bxtd0000jp04uat5vfas,Activo,"INT1771006143216","77903785","ALFAJOR MILKA MOUSSE 55g",Un,"kiosco",2000,"Global","Suc. Rivadavia",0,2,2000,0
cmll7bxtd0000jp04uat5vfas,Activo,"INT1771006143216","77903785","ALFAJOR MILKA MOUSSE 55g",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,2,2000,0
cmlmrxlaq0005js04777rrzoc,Activo,"INT1771101211922","INT012040952","agua caliente para el mate ",Un,"kiosco",1000,"Global","Suc. Cepernic",0,0,1000,0
cmlmrxlaq0005js04777rrzoc,Activo,"INT1771101211922","INT012040952","agua caliente para el mate ",Un,"kiosco",1000,"Global","Suc. Rivadavia",988,10,1000,0
cmlmrxlaq0005js04777rrzoc,Activo,"INT1771101211922","INT012040952","agua caliente para el mate ",Un,"kiosco",1000,"Global","Suc. Perito Moreno",0,10,1000,0
cmlign4j9001qjl04plru80ct,Activo,"INT1770840383156","77906618","milenio comun",Un,"kiosco",3000,"Global","Suc. Cepernic",4,5,3000,0
cmlign4j9001qjl04plru80ct,Activo,"INT1770840383156","77906618","milenio comun",Un,"kiosco",3000,"Global","Suc. Rivadavia",0,5,3000,0
cmlign4j9001qjl04plru80ct,Activo,"INT1770840383156","77906618","milenio comun",Un,"kiosco",3000,"Global","Suc. Perito Moreno",0,5,3000,0
cmlfoxptk0003lb04tgtp00jc,Activo,"INT1770672915703","7791813888376","PEPSI X354ML",Un,"bebidas",2000,"Global","Suc. Cepernic",38,6,2000,0
cmlfoxptk0003lb04tgtp00jc,Activo,"INT1770672915703","7791813888376","PEPSI X354ML",Un,"bebidas",2000,"Global","Suc. Rivadavia",5,6,2000,0
cmlfoxptk0003lb04tgtp00jc,Activo,"INT1770672915703","7791813888376","PEPSI X354ML",Un,"bebidas",2000,"Global","Suc. Perito Moreno",0,6,2000,0
cmlie6ie00000gl04auyavhj8,Activo,"INT1770836248727","7792798010615","stella artois 473cm",Un,"General",4000,"Global","Suc. Cepernic",-1,0,4000,0
cmlie6ie00000gl04auyavhj8,Activo,"INT1770836248727","7792798010615","stella artois 473cm",Un,"General",4000,"Global","Suc. Rivadavia",0,0,4000,0
cmlie6ie00000gl04auyavhj8,Activo,"INT1770836248727","7792798010615","stella artois 473cm",Un,"General",4000,"Global","Suc. Perito Moreno",0,0,4000,0
cmligog1f001cl204zm1poz5a,Activo,"INT1770840444722","7798100200453","milenio mentolado ",Un,"kiosco",3000,"Global","Suc. Cepernic",15,5,3000,0
cmligog1f001cl204zm1poz5a,Activo,"INT1770840444722","7798100200453","milenio mentolado ",Un,"kiosco",3000,"Global","Suc. Rivadavia",2,3,3000,0
cmligog1f001cl204zm1poz5a,Activo,"INT1770840444722","7798100200453","milenio mentolado ",Un,"kiosco",3000,"Global","Suc. Perito Moreno",0,5,3000,0
cmlvhak96000kl504meo1xvqx,Activo,"INT1771627536905","","terma 1.35",Un,"bebidas",3000,"Global","Suc. Cepernic",0,0,3000,0
cmlvhak96000kl504meo1xvqx,Activo,"INT1771627536905","","terma 1.35",Un,"bebidas",3000,"Global","Suc. Rivadavia",0,0,3000,0
cmlvhak96000kl504meo1xvqx,Activo,"INT1771627536905","","terma 1.35",Un,"bebidas",3000,"Global","Suc. Perito Moreno",2,0,3000,0
cmljv7rp60006lh04qvb5ub9c,Activo,"INT1770925327098","7790290101602","FERNET BRANCA x 750ml",Un,"bebidas",18000,"Global","Suc. Cepernic",0,0,18000,0
cmljv7rp60006lh04qvb5ub9c,Activo,"INT1770925327098","7790290101602","FERNET BRANCA x 750ml",Un,"bebidas",18000,"Global","Suc. Rivadavia",0,0,18000,0
cmljv7rp60006lh04qvb5ub9c,Activo,"INT1770925327098","7790290101602","FERNET BRANCA x 750ml",Un,"bebidas",18000,"Global","Suc. Perito Moreno",5,0,25000,7000
cmltv9dyr000kla04kubbmyq3,Activo,"INT1771530064370","7792798007387","quilmes x1l",Un,"bebidas",5000,"Global","Suc. Cepernic",0,0,5000,0
cmltv9dyr000kla04kubbmyq3,Activo,"INT1771530064370","7792798007387","quilmes x1l",Un,"bebidas",5000,"Global","Suc. Rivadavia",0,0,5000,0
cmltv9dyr000kla04kubbmyq3,Activo,"INT1771530064370","7792798007387","quilmes x1l",Un,"bebidas",5000,"Global","Suc. Perito Moreno",25,12,6000,1000
cmlvjhjmb0000l704d07hbfys,Inactivo,"INT1771631221906","","vino viña balbo",Un,"bebidas",7000,"Global","Suc. Cepernic",0,0,7000,0
cmlvjhjmb0000l704d07hbfys,Inactivo,"INT1771631221906","","vino viña balbo",Un,"bebidas",7000,"Global","Suc. Rivadavia",0,0,7000,0
cmlvjhjmb0000l704d07hbfys,Inactivo,"INT1771631221906","","vino viña balbo",Un,"bebidas",7000,"Global","Suc. Perito Moreno",2,0,7000,0
cmlics7u30002jm04gujq03d5,Activo,"INT1770833902250","7798126070931","sinfonia oblea clasicas x100g",Un,"kiosco",2500,"Global","Suc. Cepernic",2,2,2500,0
cmlics7u30002jm04gujq03d5,Activo,"INT1770833902250","7798126070931","sinfonia oblea clasicas x100g",Un,"kiosco",2500,"Global","Suc. Rivadavia",2,2,2500,0
cmlics7u30002jm04gujq03d5,Activo,"INT1770833902250","7798126070931","sinfonia oblea clasicas x100g",Un,"kiosco",2500,"Global","Suc. Perito Moreno",0,2,2500,0
cmljuf4300006ju04yyxgiuxa,Activo,"INT1770923990123","7798126072591","SINFONIA NARANJA Y CHOC",Un,"kiosco",2500,"Global","Suc. Cepernic",1,0,2500,0
cmljuf4300006ju04yyxgiuxa,Activo,"INT1770923990123","7798126072591","SINFONIA NARANJA Y CHOC",Un,"kiosco",2500,"Global","Suc. Rivadavia",0,0,2500,0
cmljuf4300006ju04yyxgiuxa,Activo,"INT1770923990123","7798126072591","SINFONIA NARANJA Y CHOC",Un,"kiosco",2500,"Global","Suc. Perito Moreno",0,0,2500,0
cmljug6oo0009ju04fucrsjsk,Activo,"INT1770924040152","77903501","OPERA 55g",Un,"kiosco",1500,"Global","Suc. Cepernic",3,0,1500,0
cmljug6oo0009ju04fucrsjsk,Activo,"INT1770924040152","77903501","OPERA 55g",Un,"kiosco",1500,"Global","Suc. Rivadavia",0,0,1500,0
cmljug6oo0009ju04fucrsjsk,Activo,"INT1770924040152","77903501","OPERA 55g",Un,"kiosco",1500,"Global","Suc. Perito Moreno",0,0,1500,0
cmll7h2uh0000la040sm5ltte,Activo,"INT1771006383016","7622300457303","ALFAJOR MILKA MOUSSE BLANCO",Un,"kiosco",2000,"Global","Suc. Cepernic",4,2,2000,0
cmll7h2uh0000la040sm5ltte,Activo,"INT1771006383016","7622300457303","ALFAJOR MILKA MOUSSE BLANCO",Un,"kiosco",2000,"Global","Suc. Rivadavia",0,2,2000,0
cmll7h2uh0000la040sm5ltte,Activo,"INT1771006383016","7622300457303","ALFAJOR MILKA MOUSSE BLANCO",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,2,2000,0
cmll7i7fz0003la04zlbhizgc,Activo,"INT1771006435631","7622300835620","ALFAJOR MILKA OREO",Un,"kiosco",2000,"Global","Suc. Cepernic",0,1,2000,0
cmll7i7fz0003la04zlbhizgc,Activo,"INT1771006435631","7622300835620","ALFAJOR MILKA OREO",Un,"kiosco",2000,"Global","Suc. Rivadavia",0,1,2000,0
cmll7i7fz0003la04zlbhizgc,Activo,"INT1771006435631","7622300835620","ALFAJOR MILKA OREO",Un,"kiosco",2000,"Global","Suc. Perito Moreno",0,1,2000,0
cmll7kbwj0008la04b9jj9cpc,Activo,"INT1771006534723","7798094220963","ALFAJOR GENIO BLANCO 60g",Un,"kiosco",1500,"Global","Suc. Cepernic",5,2,1500,0
cmll7kbwj0008la04b9jj9cpc,Activo,"INT1771006534723","7798094220963","ALFAJOR GENIO BLANCO 60g",Un,"kiosco",1500,"Global","Suc. Rivadavia",0,2,1500,0
cmll7kbwj0008la04b9jj9cpc,Activo,"INT1771006534723","7798094220963","ALFAJOR GENIO BLANCO 60g",Un,"kiosco",1500,"Global","Suc. Perito Moreno",0,2,1500,0
cmlo3bvlh0000lh04gpdeyq4d,Activo,"INT1771180820404","INT8081700126","cigarrillos sueltos",Un,"kiosco",200,"Global","Suc. Cepernic",0,5,200,0
cmlo3bvlh0000lh04gpdeyq4d,Activo,"INT1771180820404","INT8081700126","cigarrillos sueltos",Un,"kiosco",200,"Global","Suc. Rivadavia",2,5,200,0
cmlo3bvlh0000lh04gpdeyq4d,Activo,"INT1771180820404","INT8081700126","cigarrillos sueltos",Un,"kiosco",200,"Global","Suc. Perito Moreno",0,5,200,0
cmlfqemiz000xl7049qglp8i1,Activo,"INT1770675384203","7798054012980","361 lager x1l",Un,"bebidas",4000,"Global","Suc. Cepernic",17,6,4000,0
cmlfqemiz000xl7049qglp8i1,Activo,"INT1770675384203","7798054012980","361 lager x1l",Un,"bebidas",4000,"Global","Suc. Rivadavia",1,6,4000,0
